City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Sayyan,YE,2021-09-18 02:19:37,15.1718,44.3244,62.58,42,100,3.47
238,Pauini,BR,2021-09-18 02:19:37,-7.7136,-66.9764,75.2,77,11,0.89
239,Naze,JP,2021-09-18 02:19:37,28.3667,129.4833,79.95,64,2,10.49
240,Geraldton,AU,2021-09-18 02:19:37,-28.7667,114.6,62.2,48,0,5.06
241,Port Lincoln,AU,2021-09-18 02:19:38,-34.7333,135.8667,59.2,51,84,19.3
242,Keti Bandar,PK,2021-09-18 02:19:38,24.1447,67.4497,82.83,81,100,7.85
243,Richards Bay,ZA,2021-09-18 02:19:38,-28.783,32.0377,60.75,72,99,9.62
244,Estelle,US,2021-09-18 02:19:38,29.8458,-90.1067,78.98,82,100,1.01
245,Iracoubo,GF,2021-09-18 02:19:39,5.4802,-53.2011,78.53,88,32,7.65
246,Sugag,RO,2021-09-18 02:19:39,45.7667,23.6333,55.99,94,100,7.0
247,Chiredzi,ZW,2021-09-18 02:19:39,-21.05,31.6667,62.33,73,100,10.69
248,Olimpia,BR,2021-09-18 02:19:39,-20.7372,-48.9147,79.93,34,30,8.75
249,Asyut,EG,2021-09-18 02:19:40,27.181,31.1837,75.81,51,0,13.33
250,Saint Anthony,US,2021-09-18 02:19:40,45.0205,-93.218,61.14,70,5,3.85
251,Saint-Philippe,RE,2021-09-18 02:19:40,-21.3585,55.7679,67.21,78,14,2.55
252,Dhidhdhoo,MV,2021-09-18 02:19:40,6.8833,73.1,81.84,79,93,11.74
253,Pizarro,CO,2021-09-18 02:19:41,4.9533,-77.366,78.17,88,63,3.98
254,Nicoya,CR,2021-09-18 02:19:41,10.1483,-85.452,76.32,92,100,2.08
255,Nuuk,GL,2021-09-18 02:19:41,64.1835,-51.7216,36.82,67,56,4.9
256,Banjar,ID,2021-09-18 02:19:41,-8.19,114.9675,87.03,60,93,0.51
257,Dumas,US,2021-09-18 02:19:41,35.8656,-101.9732,70.03,60,0,15.23
258,Langenburg,DE,2021-09-18 02:19:42,49.2544,9.8458,50.76,85,95,1.5
259,San Andres,CO,2021-09-18 02:19:42,12.5847,-81.7006,83.08,83,100,19.19
260,Padang,ID,2021-09-18 02:17:06,-0.9492,100.3543,80.96,82,58,6.2
261,Korablino,RU,2021-09-18 02:19:42,53.9164,40.0133,34.32,86,65,6.49
262,Longyearbyen,SJ,2021-09-18 02:19:43,78.2186,15.6401,41.25,94,100,6.38
263,Half Moon Bay,US,2021-09-18 02:19:43,37.4636,-122.4286,67.91,80,28,1.01
264,Moron,AR,2021-09-18 02:18:18,-34.6534,-58.6198,63.01,67,66,5.73
265,Garowe,SO,2021-09-18 02:19:43,8.4054,48.4845,75.58,69,37,14.43
266,Ellisras,ZA,2021-09-18 02:19:44,-23.6649,27.7443,55.6,76,5,14.58
267,Carauari,BR,2021-09-18 02:19:44,-4.8828,-66.8958,73.27,98,99,2.44
268,Cozumel,MX,2021-09-18 02:19:44,20.5083,-86.9458,82.99,84,100,7.0
269,Vostok,RU,2021-09-18 02:19:44,46.4856,135.8833,65.8,50,10,10.36
